編號,車號,進廠日期,進廠時間,出廠日期,出廠時間,客戶,品名,料號,重量,總重,過磅員,序號,過磅方式,卡號,進貨
54664,767-S5,20241206,193400,20241206,193952,八德區垃圾車,壓16,,10000,14770,八德區清潔隊,57,,0000020515,-1
54665,KEP-3821,20241206,193643,20241206,194115,八德區垃圾車,壓11,,7340,9070,八德區清潔隊,58,,0000020794,-1
54666,KEJ-6305,20241206,193700,20241206,194155,八德區垃圾車,壓17,,5900,7550,八德區清潔隊,59,,0000020791,-1
54667,768-S5,20241206,194027,20241206,194620,八德區垃圾車,壓3,,9960,14250,八德區清潔隊,60,,0000020505,-1
54668,AAH-813,20241206,195012,20241206,195445,八德區垃圾車,壓6,,9820,15460,八德區清潔隊,61,*,0000020507,-1
54669,KEG-3218,20241206,195159,20241206,195710,八德區垃圾車,壓5,,9290,11450,八德區清潔隊,62,,0000020506,-1
54670,KEE-3801,20241206,195231,20241206,195730,八德區垃圾車,壓7,,7680,9840,八德區清潔隊,63,,0000020598,-1
54671,920-UW,20241206,200625,20241206,201227,八德區垃圾車,壓22,,7060,8760,八德區清潔隊,64,,0000020593,-1
54672,KEK-2897,20241206,200808,20241206,201339,八德區垃圾車,壓9,,10390,14940,八德區清潔隊,65,,0002756369,-1
54673,KEP-3822,20241206,200836,20241206,201439,八德區垃圾車,壓21,,7330,9980,八德區清潔隊,66,,0000020789,-1
54674,KEE-3861,20241206,200916,20241206,201529,八德區垃圾車,壓8,,5890,7760,八德區清潔隊,67,,0000020509,-1
54675,KEP-5261,20241206,201025,20241206,201646,八德區垃圾車,壓12,,6550,9140,八德區清潔隊,68,,0000020587,-1
54676,341-VN,20241206,201146,20241206,201715,八德區垃圾車,壓13,,6990,9770,八德區清潔隊,69,,0000020513,-1
54677,KES-5103,20241206,201251,20241206,201849,八德區垃圾車,壓23,,5180,7190,八德區清潔隊,70,,0000020793,-1
54678,KEP-5256,20241206,202520,20241206,203034,八德區垃圾車,壓18,,6460,9830,八德區清潔隊,71,,0000020585,-1
54679,KEA-7212,20241206,203956,20241206,204547,八德區垃圾車,壓1,,9700,14290,八德區清潔隊,72,,0000047611,-1
54680,166-VM/預備車,20241206,204238,20241206,204707,八德區垃圾車,市場車,,6920,10850,八德區清潔隊,73,,0002756357,-1
54681,KEP-5260,20241206,192831,20241206,194531,八德區垃圾車,壓19,,6510,9430,八德區清潔隊,57,#,,-1
54682,KEC-2726,20241207,080341,20241207,081150,蘆竹區中隊,,彈簧床,4320,4890,八德區清潔隊,1,,,-1
54683,KEA-8000,20241207,091350,20241207,091644,八德區清潔隊,,,4090,4130,八德區清潔隊,2,,0000047602,-1
54684,KEC-2620,20241207,091446,20241207,091905,八德區清潔隊,,,4370,4830,八德區清潔隊,3,,0000020591,-1
54685,705-UA,20241207,091734,20241207,092335,八德區清潔隊,,,4090,4560,八德區清潔隊,4,,0000020533,-1
54686,566-VA,20241207,091051,20241207,092457,蘆竹區中隊,,彈簧床,4230,4990,八德區清潔隊,5,,,-1
54687,903-S5,20241207,093003,20241207,093433,八德區清潔隊,社區定點,,5200,7550,八德區清潔隊,6,,0000020521,-1
54688,KEC-2663,20241207,093312,20241207,093817,八德區清潔隊,社區定點,,8120,11720,八德區清潔隊,7,,0000020597,-1
54689,KEK-8618,20241207,092653,20241207,094251,富立達,,木料+棉絮,16680,24130,八德區清潔隊,8,,,-1
54690,AAJ-337,20241207,093750,20241207,094446,蘆竹區中隊,抓斗車,彈簧床,8780,9920,八德區清潔隊,9,,,-1
54691,KEK-2002,20241207,094053,20241207,094535,八德區清潔隊,黑包組,,4190,5260,八德區清潔隊,10,,0000020548,-1
54692,302-VN,20241207,093717,20241207,095149,八德區清潔隊,,,4440,6450,八德區清潔隊,11,,0000020535,-1
54693,KEP-2602/預備車,20241207,095130,20241207,095547,八德區垃圾車,社區定點,,10140,14440,八德區清潔隊,12,,0000020785,-1
54694,030-VM,20241207,095657,20241207,100110,八德區清潔隊,抓斗車,,7920,9050,八德區清潔隊,13,*,0000020551,-1
54695,702-UA,20241207,095723,20241207,100129,八德區清潔隊,,,3900,3930,八德區清潔隊,14,,0000020531,-1
54696,KEP-6151,20241207,095829,20241207,101022,八德區清潔隊,社區定點,,10250,14670,八德區清潔隊,15,*,0000047604,-1
54697,302-VN,20241207,104600,20241207,104824,八德區清潔隊,,,4510,4580,八德區清潔隊,16,,0000020535,-1
54698,KEN-1575,20241207,102837,20241207,105830,富立達,,木料+棉絮,22910,32050,八德區清潔隊,17,,,-1
54699,705-UA,20241207,110113,20241207,110433,八德區清潔隊,,,4030,4250,八德區清潔隊,18,,0000020533,-1
54700,903-S5,20241207,110504,20241207,110939,八德區清潔隊,社區定點,,5240,7820,八德區清潔隊,19,,0000020521,-1
54701,KEK-8618,20241207,105440,20241207,111403,富立達,,木料+棉絮,16670,23830,八德區清潔隊,20,,,-1
54702,KED-2531/預備車,20241207,112139,20241207,112638,八德區垃圾車,黑包組,,5190,6620,八德區清潔隊,21,,0000047606,-1
54703,KEN-1575,20241207,130111,20241207,131835,富立達,,木料+棉絮,22860,29560,八德區清潔隊,22,,,-1
54704,KEK-8618,20241207,131409,20241207,133517,富立達,,木料+棉絮,16610,23940,八德區清潔隊,23,,,-1
54705,851-UA,20241207,134442,20241207,134811,八德區清潔隊,,,4100,4210,八德區清潔隊,24,,0000020534,-1
54706,KEC-2620,20241207,135844,20241207,140117,八德區清潔隊,,,4240,4350,八德區清潔隊,25,,0000020591,-1
54707,705-UA,20241207,135826,20241207,140235,八德區清潔隊,,,4000,4480,八德區清潔隊,26,,0000020533,-1
54708,702-UA,20241207,140403,20241207,140951,八德區清潔隊,,,4060,4320,八德區清潔隊,27,,0000020531,-1
54709,KEA-7213,20241207,140339,20241207,141137,八德區清潔隊,市場車,,9410,11880,八德區清潔隊,28,,0000020596,-1
54710,KEP-2602/預備車,20241207,140833,20241207,141447,八德區垃圾車,社區定點,,10160,12720,八德區清潔隊,29,,0000020785,-1
54711,AAH-813,20241207,141917,20241207,142310,八德區垃圾車,壓6,,9790,10250,八德區清潔隊,30,,0000020507,-1
54712,KEE-3801,20241207,143359,20241207,143748,八德區垃圾車,壓7,,7670,9080,八德區清潔隊,31,*,0000020598,-1
54713,767-S5,20241207,144331,20241207,144857,八德區垃圾車,壓16,,9970,10590,八德區清潔隊,32,,000002051,-1
54714,030-VM,20241207,145145,20241207,145444,八德區清潔隊,抓斗車,,7900,8550,八德區清潔隊,33,,0000020551,-1
54715,980-UN,20241207,144643,20241207,145601,八德區清潔隊,,,6170,7360,八德區清潔隊,34,,0000020542,-1
54716,KEK-8618,20241207,150059,20241207,151347,富立達,,木料+棉絮,16610,23450,八德區清潔隊,35,,,-1
54717,KEK-8618,20241207,164232,20241207,165253,富立達,,木料+棉絮,16840,22160,八德區清潔隊,36,,,-1
54718,KEP-5261,20241207,165232,20241207,165735,八德區垃圾車,壓12,,6550,8860,八德區清潔隊,37,,0000020587,-1
54719,KES-5103,20241207,172436,20241207,172901,八德區垃圾車,壓23,,5150,6900,八德區清潔隊,38,,0000020793,-1
54720,KEP-3821,20241207,175205,20241207,175703,八德區垃圾車,壓11,,7370,10650,八德區清潔隊,39,,0000020794,-1
54721,KEP-3822,20241207,175342,20241207,175840,八德區垃圾車,壓21,,7370,10310,八德區清潔隊,40,,0000020789,-1
54722,KEG-3218,20241207,175514,20241207,180020,八德區垃圾車,壓5,,9310,11990,八德區清潔隊,41,,0000020506,-1
54723,KEJ-6305,20241207,175859,20241207,180350,八德區垃圾車,壓17,,5930,8690,八德區清潔隊,42,,0000020791,-1
54724,341-VN,20241207,180922,20241207,181305,八德區垃圾車,壓13,,6990,10420,八德區清潔隊,43,,0000020513,-1
54725,KEE-3801,20241207,181230,20241207,181615,八德區垃圾車,壓7,,7660,10190,八德區清潔隊,44,,0000020598,-1
54726,920-UW,20241207,182957,20241207,183520,八德區垃圾車,壓22,,7030,9980,八德區清潔隊,45,,0000020593,-1
54727,KEE-3861,20241207,183212,20241207,183703,八德區垃圾車,壓8,,5890,8430,八德區清潔隊,46,,0000020509,-1
54728,166-VM/預備車,20241207,184116,20241207,184530,八德區垃圾車,市場車,,6920,9630,八德區清潔隊,47,,0002756357,-1
54729,KES-5103,20241207,190142,20241207,190601,八德區垃圾車,壓23,,5160,6430,八德區清潔隊,48,,0000020793,-1
54730,KEA-7211,20241207,190624,20241207,191153,八德區垃圾車,壓15,,9590,13210,八德區清潔隊,49,,0000020588,-1
54731,767-S5,20241207,193400,20241207,194010,八德區垃圾車,壓16,,9970,15160,八德區清潔隊,50,,0000020515,-1
54732,KEP-3821,20241207,193651,20241207,194221,八德區垃圾車,壓11,,7360,9310,八德區清潔隊,51,,0000020794,-1
54733,768-S5,20241207,194525,20241207,195057,八德區垃圾車,壓3,,9920,15000,八德區清潔隊,52,,0000020505,-1
54734,KEJ-6305,20241207,194706,20241207,195159,八德區垃圾車,壓17,,5920,7940,八德區清潔隊,53,,0000020791,-1
54735,KEE-3801,20241207,194838,20241207,195251,八德區垃圾車,壓7,,7660,9990,八德區清潔隊,54,,0000020598,-1
54736,AAH-813,20241207,195009,20241207,195421,八德區垃圾車,壓6,,9800,16100,八德區清潔隊,55,,0000020507,-1
54737,920-UW,20241207,200813,20241207,201338,八德區垃圾車,壓22,,7040,9190,八德區清潔隊,56,,0000020593,-1
54738,KEK-2897,20241207,200846,20241207,201623,八德區垃圾車,壓9,,10380,15720,八德區清潔隊,57,,0002756369,-1
54739,KEE-3861,20241207,201302,20241207,201728,八德區垃圾車,壓8,,5890,8080,八德區清潔隊,58,,0000020509,-1
54740,341-VN,20241207,201400,20241207,201840,八德區垃圾車,壓13,,7010,10270,八德區清潔隊,59,,0000020513,-1
54741,KEP-3822,20241207,201417,20241207,202007,八德區垃圾車,壓21,,7340,10650,八德區清潔隊,60,,0000020789,-1
54742,KEP-5261,20241207,201514,20241207,202122,八德區垃圾車,壓12,,6540,9420,八德區清潔隊,61,,0000020587,-1
54743,KES-5103,20241207,201659,20241207,202230,八德區垃圾車,壓23,,5150,6630,八德區清潔隊,62,,0000020793,-1
54744,KEP-5256,20241207,203311,20241207,203841,八德區垃圾車,壓18,,6450,10570,八德區清潔隊,63,,0000020585,-1
54745,KEA-7212,20241207,203953,20241207,204546,八德區垃圾車,壓1,,9700,14660,八德區清潔隊,64,,0000047611,-1
54746,166-VM/預備車,20241207,204430,20241207,204900,八德區垃圾車,市場車,,6970,9060,八德區清潔隊,65,,0002756357,-1
54747,KEP-2602/預備車,20241208,141345,20241208,142709,八德區垃圾車,社區定點,,10330,12820,八德區清潔隊,1,,0000020785,-1
54748,KEA-7213,20241208,143504,20241208,145053,八德區清潔隊,市場車,,9470,12440,八德區清潔隊,2,,0000020596,-1
54749,KLD-5506,20241209,051526,20241209,061026,正億,,垃圾,17940,36620,八德區清潔隊,2,#,,-1
54750,LAG-219,20241209,052016,20241209,063016,正億,,垃圾,18000,36500,八德區清潔隊,4,#,,-1
54751,KLN-3132,20241209,052552,20241209,064052,正億,,垃圾,18100,36650,八德區清潔隊,5,#,,-1
54752,KEC-2663,20241209,090206,20241209,090830,八德區清潔隊,社區定點,,8100,12830,八德區清潔隊,1,,0000020597,-1
54753,KEP-2602/預備車,20241209,091536,20241209,092013,八德區垃圾車,社區定點,,10230,16070,八德區清潔隊,2,,0000020785,-1
54754,705-UA,20241209,092456,20241209,092700,八德區清潔隊,,,4070,4760,八德區清潔隊,3,,0000020533,-1
54755,KEK-3326,20241209,092526,20241209,092937,八德區清潔隊,抓斗車,,9210,10650,八德區清潔隊,4,,0000020553,-1
54756,KEK-2002,20241209,092312,20241209,093024,八德區清潔隊,黑包組,,4190,5210,八德區清潔隊,5,*,0000020548,-1
54757,KEG-6993,20241209,092721,20241209,093310,八德區清潔隊,,,4460,5000,八德區清潔隊,6,*,0000047607,-1
54758,703-UA,20241209,093348,20241209,093917,八德區清潔隊,,,4210,4740,八德區清潔隊,7,,0000020532,-1
54759,AAJ-350,20241209,094234,20241209,094754,八德區清潔隊,抓斗車,,8880,9680,八德區清潔隊,8,,0000047601,-1
54760,903-S5,20241209,094149,20241209,094842,八德區清潔隊,社區定點,,5210,8710,八德區清潔隊,9,,0000020521,-1
54761,KEA-9797,20241209,095231,20241209,095451,中壢區中隊,,彈簧床,4220,5090,八德區清潔隊,10,,,-1
54762,953-UN,20241209,095318,20241209,100142,中壢區中隊,中壢(塑膠料),垃圾(塑膠料),19380,30480,八德區清潔隊,11,,,-1
54763,852-UW,20241209,100026,20241209,100243,中壢區中隊,,彈簧床,3940,4440,八德區清潔隊,12,,,-1
54764,693-UA,20241209,100115,20241209,100431,中壢區中隊,,彈簧床,4100,4880,八德區清潔隊,13,,,-1
54765,KEP-6151,20241209,100050,20241209,100606,八德區清潔隊,社區定點,,10270,17000,八德區清潔隊,14,,0000047604,-1
54766,KEQ-5053,20241209,101618,20241209,102102,桃園區中隊,抓斗車,廢傢俱,9200,10870,八德區清潔隊,15,,,-1
54767,KEQ-5053,20241209,100803,20241209,101403,桃園區中隊,抓斗車,彈簧床,9200,9560,八德區清潔隊,1,#,,-1
54768,KEE-3253,20241209,100906,20241209,102209,新屋區中隊,,彈簧床,4340,5450,八德區清潔隊,17,,,-1
54769,KEC-2620,20241209,102014,20241209,102520,八德區清潔隊,,,4350,4920,八德區清潔隊,18,,0000020591,-1
54770,KEQ-9210,20241209,102422,20241209,102700,中壢區中隊,,彈簧床,5010,5480,八德區清潔隊,19,,,-1
54771,KED-2531/預備車,20241209,102548,20241209,102942,八德區垃圾車,黑包組,,5180,5940,八德區清潔隊,20,*,0000047606,-1
54772,KEA-8000,20241209,103139,20241209,103712,八德區清潔隊,,,4090,5220,八德區清潔隊,21,,0000047602,-1
54773,KEG-3367,20241209,103333,20241209,103815,平鎮區中隊,,彈簧床,4800,5340,八德區清潔隊,22,,,-1
54774,KEA-7113,20241209,103955,20241209,104412,八德區清潔隊,,,4350,5620,八德區清潔隊,23,*,0000047605,-1
54775,851-UA,20241209,104434,20241209,104844,八德區清潔隊,,,4180,5140,八德區清潔隊,24,,0000020534,-1
54776,KEG-3363,20241209,104459,20241209,104913,平鎮區中隊,,彈簧床,4850,5280,八德區清潔隊,25,,,-1
54777,980-UN,20241209,105023,20241209,105202,八德區清潔隊,,,6160,7200,八德區清潔隊,26,,0000020542,-1
54778,KEK-5997,20241209,105340,20241209,105721,八德區清潔隊,,,4340,5110,八德區清潔隊,27,,0000023031,-1
54779,KEA-9816,20241209,105355,20241209,105944,八德區清潔隊,,,4260,4770,八德區清潔隊,28,*,0000020730,-1
54780,KEC-2619,20241209,105416,20241209,110037,八德區清潔隊,,,4300,5000,八德區清潔隊,29,,0000020543,-1
54781,KEC-2663,20241209,110059,20241209,110622,八德區清潔隊,社區定點,,8100,12250,八德區清潔隊,30,,000002059,-1
54782,KEG-3102,20241209,105842,20241209,110645,蘆竹區中隊,,彈簧床,4580,5240,八德區清潔隊,31,,,-1
54783,302-VN,20241209,110118,20241209,110817,八德區清潔隊,,,4500,4640,八德區清潔隊,32,,0000020535,-1
54784,903-S5,20241209,111053,20241209,111536,八德區清潔隊,社區定點,,5220,9000,八德區清潔隊,33,,0000020521,-1
54785,030-VM,20241209,111626,20241209,112014,八德區清潔隊,抓斗車,,7910,9330,八德區清潔隊,34,*,0000020551,-1
54786,KEP-2602/預備車,20241209,111659,20241209,112124,八德區垃圾車,社區定點,,10280,15550,八德區清潔隊,35,*,0000020785,-1
54787,KED-0565,20241209,114240,20241209,114640,楊梅區中隊,,彈簧床,4430,5090,八德區清潔隊,36,#,,-1
54788,KEE-2802,20241209,132208,20241209,135001,富立達,,巨大傢俱,18160,25730,八德區清潔隊,37,,,-1
54789,KEP-2602/預備車,20241209,135434,20241209,140003,八德區垃圾車,社區定點,,10290,11730,八德區清潔隊,38,*,0000020785,-1
54790,KEK-2002,20241209,140235,20241209,140755,八德區清潔隊,黑包組,,4170,4480,八德區清潔隊,39,,0000020548,-1
54791,341-VN,20241209,140455,20241209,140834,八德區垃圾車,壓13,,6990,7980,八德區清潔隊,40,,0000020513,-1
54792,980-UN,20241209,140715,20241209,140957,八德區清潔隊,,,6140,6700,八德區清潔隊,41,,0000020542,-1
54793,166-VM/預備車,20241209,135835,20241209,142002,八德區垃圾車,市場車,,6850,8550,八德區清潔隊,42,,0002756357,-1
54794,KEG-3218,20241209,141805,20241209,142252,八德區垃圾車,壓5,,9280,12070,八德區清潔隊,43,*,0000020506,-1
54795,KEP-3822,20241209,142104,20241209,142710,八德區垃圾車,壓21,,7320,8460,八德區清潔隊,44,,0000020789,-1
54796,KEC-2620,20241209,143126,20241209,143547,八德區清潔隊,,,4380,4790,八德區清潔隊,45,,0000020591,-1
54797,KEA-7212,20241209,143050,20241209,143725,八德區垃圾車,壓1,,9620,10340,八德區清潔隊,46,*,0000047611,-1
54798,KEP-3821,20241209,143346,20241209,143853,八德區垃圾車,壓11,,7350,8970,八德區清潔隊,47,*,0000020794,-1
54799,KEE-3801,20241209,143511,20241209,143937,八德區垃圾車,壓7,,7660,10100,八德區清潔隊,48,,000002059,-1
54800,KEK-5997,20241209,143251,20241209,144113,八德區清潔隊,,,4430,5140,八德區清潔隊,49,*,0000023031,-1
54801,KEA-7113,20241209,143750,20241209,144221,八德區清潔隊,,,4360,5180,八德區清潔隊,50,,0000047605,-1
54802,705-UA,20241209,143824,20241209,144314,八德區清潔隊,,,4020,4480,八德區清潔隊,51,,0000020533,-1
54803,KEC-2619,20241209,143916,20241209,144504,八德區清潔隊,,,4310,5100,八德區清潔隊,52,,000002054,-1
54804,AAJ-350,20241209,145709,20241209,150125,八德區清潔隊,抓斗車,,8860,11190,八德區清潔隊,53,*,0000047601,-1
54805,KEK-3326,20241209,145755,20241209,150438,八德區清潔隊,抓斗車,,9250,11640,八德區清潔隊,54,,0000020553,-1
54806,KEA-9816,20241209,151311,20241209,152024,八德區清潔隊,,,4330,5290,八德區清潔隊,55,,0000020730,-1
54807,851-UA,20241209,152804,20241209,153631,八德區清潔隊,,,4190,4950,八德區清潔隊,56,,0000020534,-1
54808,KEP-5261,20241209,165533,20241209,170028,八德區垃圾車,壓12,,6520,9640,八德區清潔隊,57,,0000020587,-1
54809,KES-5103,20241209,172723,20241209,173141,八德區垃圾車,壓23,,5190,7810,八德區清潔隊,58,,0000020793,-1
54810,KEJ-6305,20241209,174110,20241209,174557,八德區垃圾車,壓17,,5910,8510,八德區清潔隊,59,,0000020791,-1
54811,AAH-813,20241209,174848,20241209,175252,八德區垃圾車,壓6,,9900,15340,八德區清潔隊,60,,0000020507,-1
54812,KEP-3821,20241209,175442,20241209,175912,八德區垃圾車,壓11,,7270,10540,八德區清潔隊,61,,0000020794,-1
54813,KEP-3822,20241209,175559,20241209,180101,八德區垃圾車,壓21,,7340,11120,八德區清潔隊,62,,0000020789,-1
54814,KEG-3218,20241209,175727,20241209,180225,八德區垃圾車,壓5,,9240,13040,八德區清潔隊,63,,0000020506,-1
54815,341-VN,20241209,180902,20241209,181249,八德區垃圾車,壓13,,6960,11070,八德區清潔隊,64,,0000020513,-1
54816,KEE-3801,20241209,181543,20241209,181943,八德區垃圾車,壓7,,7630,11340,八德區清潔隊,65,,0000020598,-1
54817,KEP-5256,20241209,182053,20241209,182526,八德區垃圾車,壓18,,6490,9620,八德區清潔隊,66,,0000020585,-1
54818,KEE-3861,20241209,183119,20241209,183610,八德區垃圾車,壓8,,5940,9140,八德區清潔隊,67,,0000020509,-1
54819,920-UW,20241209,183754,20241209,184659,八德區垃圾車,壓22,,7050,11120,八德區清潔隊,68,,0000020593,-1
54820,166-VM/預備車,20241209,184049,20241209,184724,八德區垃圾車,市場車,,6940,10570,八德區清潔隊,69,,0002756357,-1
54821,KEP-5261,20241209,184742,20241209,185254,八德區垃圾車,壓12,,6530,8890,八德區清潔隊,70,,0000020587,-1
54822,KEK-2897,20241209,184825,20241209,185413,八德區垃圾車,壓9,,10360,15070,八德區清潔隊,71,,0002756369,-1
